disease,year_of_birth,sex,age,year,bau_incidence,int_incidence,bau_prevalence,int_prevalence,bau_deaths,int_deaths,diff_incidence,diff_prevalence
CHD,1919,female,98,2017,0.029993079051732745,0.028493425099146107,0.19129776137870075,0.18766632341183012,290.193333582675,287.38480288769506,-0.0014996539525866381,-0.0036314379668706265
CHD,1919,female,99,2018,0.029553761142584692,0.028076073085455455,0.16876318355168032,0.16510360003983532,329.54611231464406,325.9385304235244,-0.0014776880571292367,-0.003659583511845005
CHD,1919,female,100,2019,0.02896855746318625,0.027520129590026934,0.15133726920266546,0.1476859869208281,362.0631807388178,357.71109676630704,-0.0014484278731593143,-0.0036512822818373647
CHD,1919,female,101,2020,0.028394941593025667,0.026975194513374382,0.13794480950800192,0.1343293715383992,389.5558142740222,384.51163464072494,-0.0014197470796512845,-0.0036154379696027306
CHD,1919,female,102,2021,0.027832684078106563,0.026441049874201233,0.12768691490574638,0.12412769408532288,413.2932774424971,407.6067873528208,-0.0013916342039053294,-0.003559220820423495
CHD,1919,female,103,2022,0.027281560007926108,0.025917482007529802,0.11983990991253868,0.1163516878460486,434.1731545454473,427.89128822975243,-0.0013640780003963057,-0.0034882220664900765
CHD,1919,female,104,2023,0.026741348925507804,0.02540428147923241,0.11383541121593192,0.11042870290265089,452.83638681781053,446.0031566676227,-0.0013370674462753925,-0.0034067083132810344
CHD,1919,female,105,2024,0.026211834739215772,0.02490124300225498,0.10923416613195719,0.10591627776760407,469.74546167730887,462.40198728526724,-0.0013105917369607908,-0.003317888364353122
CHD,1919,female,106,2025,0.025692805636315222,0.02440816535449946,0.10570020438433496,0.10247605222783664,485.2378928861251,477.4224912306915,-0.0012846402818157618,-0.003224152156498322
CHD,1919,female,107,2026,0.025184053998244506,0.02392485129833228,0.10297815474424428,0.09985088646589084,499.56302969268523,491.3113410190064,-0.0012592026999122263,-0.00312726827835344
CHD,1919,female,108,2027,0.025184053998244506,0.02392485129833228,0.10083697499986623,0.09781046208915868,513.1707427819573,504.5079749067989,-0.0012592026999122263,-0.003026512910707546
CHD,1919,female,109,2028,0.025184053998244506,0.02392485129833228,0.0991546801688985,0.09623195220203,526.1645080504902,517.1150332615529,-0.0012592026999122263,-0.002922727966868502
CHD,1919,female,110,2029,0.025184053998244506,0.02392485129833228,0.09783413932994289,0.09501756883743237,538.6249237308961,529.2122734836562,-0.0012592026999122263,-0.002816570492510523
CHD,1919,male,92,2011,0.0494674034,0.046994033229999996,0.4139512602,0.4139512602,0.0,0.0,-0.0024733701700000027,0.0
CHD,1919,male,93,2012,0.04896088422966589,0.04651284001818259,0.40294049460908693,0.40159353897575895,65.34210732836726,65.23325430489302,-0.0024480442114832995,-0.0013469556333279842
CHD,1919,male,94,2013,0.048429036910298956,0.04600758506478401,0.3883258586553799,0.38583218285638904,130.8040179803013,130.3762581173773,-0.002421451845514948,-0.0024936757989908465
CHD,1919,male,95,2014,0.04787357787353053,0.045479898979854,0.370319447627085,0.36688667562045923,195.1289254568257,194.19740205481565,-0.002393678893676532,-0.003432772006625784
CHD,1919,male,96,2015,0.04729615521947061,0.04493134745849708,0.34927212258493995,0.3451131893256045,257.1404196039292,255.55328441668001,-0.0023648077609735307,-0.004158933259335473
CHD,1919,male,97,2016,0.04664996206176956,0.04431746395868108,0.3264219167326472,0.3217424816554862,315.0507849887333,312.7046599243225,-0.0023324981030884775,-0.004679435077161009
CHD,1919,male,98,2017,0.04603927383680645,0.043737310144966124,0.30217950321113174,0.2971796045023384,368.5950303571101,365.42282626802637,-0.0023019636918403252,-0.00499989870879336
CHD,1919,male,99,2018,0.0453965824935576,0.04312675336887972,0.27779023014613297,0.27264701034664235,416.9942030932275,412.97391658860005,-0.00226982912467788,-0.005143219799490617
CHD,1919,male,100,2019,0.04449766993284583,0.04227278643620354,0.2575349045061074,0.25233681430886684,457.5807447292246,452.77497747796326,-0.0022248834966422937,-0.005198090197240546
CHD,1919,male,101,2020,0.04361655703341738,0.04143572918174651,0.2408402948191145,0.23566028543674572,492.1498779513695,486.62302625355983,-0.002180827851670869,-0.005180009382368789
CHD,1919,male,102,2021,0.04275289133836414,0.040615246771445936,0.22715416278218814,0.22205116260366184,522.0213560419119,515.8371439630952,-0.002137644566918208,-0.005103000178526301
CHD,1919,male,103,2022,0.0419063273698924,0.03981101100139778,0.21597400361845545,0.2109947808589287,548.1740035672606,541.3939385821838,-0.0020953163684946235,-0.004979222759526752
CHD,1919,male,104,2023,0.041076526491127106,0.03902270016657075,0.20685977200885564,0.20204086162873883,571.3405607522232,564.0230138618517,-0.0020538263245563557,-0.004818910380116809
CHD,1919,male,105,2024,0.04026315677065257,0.03824999893211994,0.1994362681169196,0.19480577766319282,592.074935172579,584.2746414532813,-0.0020131578385326337,-0.004630490453726793
CHD,1919,male,106,2025,0.039465892849735555,0.037492598207248776,0.19338956200336097,0.1889687671269848,610.800166963929,602.568006615156,-0.0019732946424867795,-0.004420794876376172
CHD,1919,male,107,2026,0.03868441581217735,0.03675019502156848,0.18846047832853252,0.1842651795133961,627.842839011702,619.2258028646893,-0.0019342207906088704,-0.004195298815136417
CHD,1919,male,108,2027,0.03868441581217735,0.03675019502156848,0.18436309588805927,0.18040967203486769,643.7632181552825,634.7979420308594,-0.0019342207906088704,-0.003953423853191584
CHD,1919,male,109,2028,0.03868441581217735,0.03675019502156848,0.18096365665788447,0.17726566736352845,658.7033505507047,649.4249391904378,-0.0019342207906088704,-0.0036979892943560244
CHD,1919,male,110,2029,0.03868441581217735,0.03675019502156848,0.17814779430883637,0.1747164444273249,672.7790925703966,663.2210460382047,-0.0019342207906088704,-0.003431349881511475
CHD,1924,female,87,2011,0.0315488755,0.029971431724999994,0.2968926411,0.2968926411,-5.684341886080802e-14,-5.684341886080802e-14,-0.001577443775000003,0.0
CHD,1924,female,88,2012,0.03159474138619996,0.030015004316889957,0.30425619890378286,0.30319428067254434,20.846285047289257,20.809035457137668,-0.00157973706931,-0.0010619182312385234
CHD,1924,female,89,2013,0.03139870859365187,0.02982877316396927,0.30880350393338407,0.3067887225636361,44.87017238564522,44.71191375989474,-0.0015699354296825965,-0.0020147813697479755
CHD,1924,female,90,2014,0.030974847689135356,0.029426105304678585,0.31025978485451555,0.3074125240976789,72.04656853280994,71.67441288729248,-0.0015487423844567708,-0.002847260756836667
CHD,1924,female,91,2015,0.03036790614569658,0.028849510838411748,0.30785712248639413,0.3043121920060258,102.92787478308111,102.23587927045742,-0.0015183953072848318,-0.003544930480368358
CHD,1924,female,92,2016,0.0298034657456897,0.028313292458405213,0.3014871597926335,0.2973842755729981,137.2097242639643,136.0869398288612,-0.0014901732872844853,-0.004102884219635394
CHD,1924,female,93,2017,0.029279475196544193,0.02781550143671698,0.2911783712377465,0.2866615295049383,174.29149122443314,172.62881923488007,-0.001463973759827212,-0.004516841732808197
CHD,1924,female,94,2018,0.028793959866689957,0.02735426187335546,0.2771239270844728,0.2723393764611788,213.32597024875994,211.02378810460425,-0.0014396979933344982,-0.004784550623294026
CHD,1924,female,95,2019,0.028345019055415414,0.026927768102644644,0.25970630416770835,0.2547990289765953,253.3027933580336,250.27816743276202,-0.0014172509527707704,-0.0049072751911130585
CHD,1924,female,96,2020,0.027930823867109034,0.02653428267375358,0.2395101437953029,0.2346189099792726,293.1537644256548,289.3461561880399,-0.0013965411933554543,-0.004891233816030294
CHD,1924,female,97,2021,0.027525063682221775,0.026148810498110686,0.21802156842348205,0.21325826174225748,331.24103467980615,326.6288739763909,-0.0013762531841110884,-0.004763306681224572
CHD,1924,female,98,2022,0.027138860208118284,0.02578191719771237,0.19586834110088286,0.191330795570246,367.07686033798143,361.65849272492477,-0.001356943010405915,-0.004537545530636872
CHD,1924,female,99,2023,0.026741348925507804,0.02540428147923241,0.17439514239500895,0.17014737680533587,399.80513607517594,393.6093021864473,-0.0013370674462753925,-0.004247765589673075
CHD,1924,female,100,2024,0.026211834739215772,0.02490124300225498,0.1573574929529057,0.15336457480111956,427.15451329443647,420.27855526552304,-0.0013105917369607908,-0.003992918151786123
CHD,1924,female,101,2025,0.025692805636315222,0.02440816535449946,0.14391209886883902,0.14014471679883708,450.4537406992124,442.97699959416497,-0.0012846402818157618,-0.0037673820700019345
CHD,1924,female,102,2026,0.025184053998244506,0.02392485129833228,0.13333476343559034,0.1297686490604622,470.6609385085284,462.64919697103477,-0.0012592026999122263,-0.003566114375128132
CHD,1924,female,103,2027,0.025184053998244506,0.02392485129833228,0.12487555924649073,0.12149429130085553,488.81487138465644,480.3142717380208,-0.0012592026999122263,-0.0033812679456352024
CHD,1924,female,104,2028,0.025184053998244506,0.02392485129833228,0.11814147060866503,0.1149314497750444,505.33428750581567,496.385303553374,-0.0012592026999122263,-0.0032100208336206387
CHD,1924,female,105,2029,0.025184053998244506,0.02392485129833228,0.11280035285239581,0.10975042960411689,520.5403409777643,511.17891374114225,-0.0012592026999122263,-0.0030499232482789213
CHD,1924,female,106,2030,0.025184053998244506,0.02392485129833228,0.10857639925631876,0.10567750696548325,534.6796898107748,524.938100983378,-0.0012592026999122263,-0.0028988922908355086
CHD,1924,female,107,2031,0.025184053998244506,0.02392485129833228,0.10524363687263881,0.10248845230388129,547.9421182865075,537.8496633740585,-0.0012592026999122263,-0.002755184568757521
CHD,1924,female,108,2032,0.025184053998244506,0.02392485129833228,0.10261882031421038,0.10000146210742586,560.4739819860341,550.0574904185316,-0.0012592026999122263,-0.0026173582067845202
CHD,1924,female,109,2033,0.025184053998244506,0.02392485129833228,0.10055452998703616,0.09807029836776757,572.3884659236388,561.6727042179773,-0.0012592026999122263,-0.002484231619268598
CHD,1924,female,110,2034,0.025184053998244506,0.02392485129833228,0.09893289639427348,0.09657805300211593,583.7734113917952,572.7813968957538,-0.0012592026999122263,-0.002354843392157552
CHD,1924,male,87,2011,0.0452352617,0.042973498615,0.407304183,0.407304183,0.0,0.0,-0.002261763085,0.0
CHD,1924,male,88,2012,0.04562466130340436,0.043343428238234144,0.4131953592674948,0.4119125804865361,35.00784272032149,34.95246432669933,-0.002281233065170217,-0.001282778780958671
CHD,1924,male,89,2013,0.04574154974225878,0.04345447225514584,0.4164775604278398,0.4140493309104048,72.96856881956683,72.74276214865887,-0.0022870774871129387,-0.0024282295174349877
CHD,1924,male,90,2014,0.045601306017895235,0.04332124071700047,0.4170015394229955,0.4135719675049372,113.49698428800616,112.98571733309126,-0.0022800653008947652,-0.003429571918058316
CHD,1924,male,91,2015,0.045193740570611,0.04293405354208045,0.4142155584832861,0.4099378420867932,156.69941699326546,155.786951871756,-0.0022596870285305493,-0.0042777163964929366
CHD,1924,male,92,2016,0.044759957569399246,0.042521959690929284,0.4080381716372623,0.4030667147846013,202.02822964747355,200.60526637904758,-0.002237997878469962,-0.004971456852660983
CHD,1924,male,93,2017,0.04430164007112841,0.04208655806757199,0.398451001722879,0.3929414585190556,248.77459788744198,246.74349974447267,-0.002215082003556419,-0.005509543203823408
CHD,1924,male,94,2018,0.043820404715883096,0.04162938448008894,0.38551382326147493,0.37962240684065657,296.1206971736857,293.40040899156236,-0.002191020235794157,-0.005891416420818363
CHD,1924,male,95,2019,0.04331780459522881,0.04115191436546737,0.3693825677350079,0.36326447420478025,343.20224833390125,339.73226595454173,-0.0021658902297614427,-0.006118093530227631
CHD,1924,male,96,2020,0.04279533097181376,0.04065556442322307,0.35032745954038114,0.34413428470303403,389.17424246316625,384.91715041721955,-0.002139766548590688,-0.006193174837347104
CHD,1924,male,97,2021,0.04221063122344704,0.04010009966227469,0.3294177410062312,0.3232821076852748,432.680189059129,427.6332733123243,-0.0021105315611723505,-0.006135633320956402
CHD,1924,male,98,2022,0.041658057666746455,0.03957515478340913,0.3069756376884259,0.3010207929765919,473.4499691860094,467.62773983275247,-0.0020829028833373245,-0.005954844711833995
CHD,1924,male,99,2023,0.041076526491127106,0.03902270016657075,0.2840959002061564,0.2784190489274148,510.7915092189171,504.2337000136352,-0.0020538263245563557,-0.005676851278741568
CHD,1924,male,100,2024,0.04026315677065257,0.03824999893211994,0.2647329709526919,0.25934446236551,542.4720002655363,535.2748218734419,-0.0020131578385326337,-0.005388508587181873
CHD,1924,male,101,2025,0.039465892849735555,0.037492598207248776,0.24845243330463224,0.24335870087957165,569.7048249463317,561.9508607406915,-0.0019732946424867795,-0.0050937324250605875
CHD,1924,male,102,2026,0.03868441581217735,0.03675019502156848,0.23482806900618008,0.23003241427440158,593.4036359310754,585.1642837343152,-0.0019342207906088704,-0.004795654731778509
CHD,1924,male,103,2027,0.03868441581217735,0.03675019502156848,0.22325237629931066,0.21876176273290132,614.6617156849512,605.9910396952138,-0.0019342207906088704,-0.0044906135664093405
CHD,1924,male,104,2028,0.03868441581217735,0.03675019502156848,0.21347077162845032,0.20929046018997188,633.89404068377,624.8411958437007,-0.0019342207906088704,-0.00418031143847844
CHD,1924,male,105,2029,0.03868441581217735,0.03675019502156848,0.20524319932508495,0.20137708230900897,651.4324264592932,642.0422765087685,-0.0019342207906088704,-0.003866117016075976
CHD,1924,male,106,2030,0.03868441581217735,0.03675019502156848,0.19834955038276533,0.19480044409856104,667.5427813518099,657.8564091189689,-0.0019342207906088704,-0.0035491062842042953
CHD,1924,male,107,2031,0.03868441581217735,0.03675019502156848,0.19259230051581822,0.1893621936604672,682.4387572553602,672.4938886904017,-0.0019342207906088704,-0.0032301068553510226
CHD,1924,male,108,2032,0.03868441581217735,0.03675019502156848,0.18779715461407187,0.18488741350783042,696.2925506431608,686.1239096491408,-0.0019342207906088704,-0.0029097411062414535
CHD,1924,male,109,2033,0.03868441581217735,0.03675019502156848,0.18381235729997214,0.18122389169119013,709.2434496356711,698.8830572289003,-0.0019342207906088704,-0.002588465608782009
CHD,1924,male,110,2034,0.03868441581217735,0.03675019502156848,0.18050718456726061,0.1782405789379703,721.404598291062,710.8820268365749,-0.0019342207906088704,-0.002266605629290319
CHD,1929,female,82,2011,0.0249220199,0.023675918905,0.2348128897,0.2348128897,2.842170943040401e-14,2.842170943040401e-14,-0.0012461009950000025,0.0
CHD,1929,female,83,2012,0.025955278395640557,0.024657514475858528,0.2482054466854901,0.24724587965647513,8.263638953102657,8.247058931857737,-0.0012977639197820287,-0.0009595670290149794
CHD,1929,female,84,2013,0.026973660723087965,0.025624977686933566,0.26129501430886,0.2594073611854572,17.551329491649028,17.482676422611178,-0.0013486830361543987,-0.0018876531234027771
CHD,1929,female,85,2014,0.027753438319558833,0.02636576640358089,0.2735166503680245,0.27074778154678036,28.36741896363918,28.20440742355828,-0.0013876719159779428,-0.0027688688212441637
CHD,1929,female,86,2015,0.028272974831810592,0.02685932609022006,0.28437630947979287,0.2807888574880074,41.12007129362928,40.81156310229045,-0.001413648741590532,-0.003587451991785451
CHD,1929,female,87,2016,0.028546603049357938,0.02711927289689004,0.2934312809122606,0.2891022780697591,56.16321695223098,55.64838872518129,-0.001427330152467897,-0.004329002842501539
CHD,1929,female,88,2017,0.028588104219403044,0.02715869900843289,0.30029517527910077,0.2953143566051497,73.76586815828995,72.97479331128756,-0.0014294052109701527,-0.00498081867395106
CHD,1929,female,89,2018,0.028410726413543457,0.02699019009286628,0.3046417192341794,0.29910959712055635,94.0830266502793,92.93862378703113,-0.0014205363206771758,-0.005532122113623028
CHD,1929,female,90,2019,0.028027201207094343,0.026625841146739625,0.306207952681716,0.3002337359329022,117.13225308009123,115.55342513553398,-0.0014013600603547186,-0.005974216748813821
CHD,1929,female,91,2020,0.027478017788030443,0.02610411689862892,0.3042841409162546,0.2979933876087824,143.4365992819765,141.32903666113342,-0.001373900889401522,-0.006290753307472197
CHD,1929,female,92,2021,0.026967290993853033,0.02561892644416038,0.29874859716198976,0.29226976312600406,172.80875626540708,170.07892754680984,-0.0013483645496926537,-0.006478834035985703
CHD,1929,female,93,2022,0.026493164738288968,0.02516850650137452,0.2895953761661025,0.2830578207990864,204.81522389847282,201.37697470284235,-0.0013246582369144493,-0.006537555367016057
CHD,1929,female,94,2023,0.026053852300806785,0.024751159685766445,0.27695706828103345,0.2704880823629292,238.80713792163633,234.5881806354542,-0.0013026926150403392,-0.006468985918104242
CHD,1929,female,95,2024,0.025647633856282156,0.02436525216346805,0.26112581348790637,0.2548466801043329,273.97818213398233,268.9255881796981,-0.0012823816928141073,-0.006279133383573443
CHD,1929,female,96,2025,0.025272854551532095,0.02400921182395549,0.24256667610116908,0.23658791443770397,309.4424202307815,303.5263633840259,-0.0012636427275766055,-0.005978761663465115
CHD,1929,female,97,2026,0.024905707553496914,0.023660422175822066,0.22257055798509867,0.21697053802242539,343.75363655581015,336.9830444297859,-0.0012452853776748485,-0.005600019962673286
CHD,1929,female,98,2027,0.025052325480415805,0.023799709206395014,0.20127529766658617,0.19612563953931494,377.0535852276553,369.4379826844043,-0.0012526162740207902,-0.005149658127271223
CHD,1929,female,99,2028,0.025184053998244506,0.02392485129833228,0.17997879927468466,0.17531700985769175,408.3219877794347,399.9012459714128,-0.0012592026999122263,-0.004661789416992912
CHD,1929,female,100,2029,0.025184053998244506,0.02392485129833228,0.16250879062116516,0.15827009978457876,435.0721851084106,425.9558698410795,-0.0012592026999122263,-0.004238690836586401
CHD,1929,female,101,2030,0.025184053998244506,0.02392485129833228,0.14831332410544631,0.1444417330493355,458.3034535682733,448.58063271439596,-0.0012592026999122263,-0.003871591056110818
CHD,1929,female,102,2031,0.025184053998244506,0.02392485129833228,0.13686745748705337,0.13331550947525492,478.7799265712816,468.5238121923185,-0.0012592026999122263,-0.0035519480117984503
