year_of_birth,sex,age,year,population,bau_population,prev_population,bau_prev_population,acmr,bau_acmr,pr_death,bau_pr_death,deaths,bau_deaths,yld_rate,bau_yld_rate,person_years,bau_person_years,HALY,bau_HALY,LE,bau_LE,HALE,bau_HALE
1954,male,57,2011,113719.55019999997,113719.55019999997,114260.0,114260.0,0.004741221850218,0.004741221850218,0.004730000000000234,0.004730000000000234,540.4498000000267,540.4498000000267,0.130096022623328,0.130096022623328,113989.77509999998,113989.77509999998,99160.15873976232,99160.15873976232,28.89311651769646,28.463302814778153,22.303462540411925,21.855368969974958
1954,male,58,2012,113152.6730399098,113141.09598915487,113719.55019999997,113719.55019999997,0.004997335784258437,0.005099654560552546,0.004984869875876208,0.005086673398089991,566.877160090172,578.4542108450992,0.12982059133306328,0.130096022623328,113436.11161995489,113430.32309457743,98709.76853092898,98673.48921509388,28.0280542141293,27.596197830516502,21.537488205152126,21.087265079330017
1954,male,59,2013,112560.93817343056,112520.97919780227,113152.6730399098,113141.09598915487,0.0052432480163247695,0.005495990868390363,0.005229526184242439,0.0054809155411755794,591.7348664792318,620.1167913525969,0.12935904827147093,0.130096022623328,112856.80560667018,112831.03759347857,98257.75664243293,98152.16837410381,27.165965451897492,26.734732017373382,20.77302850607628,20.322949768622426
1954,male,60,2014,111938.46617620732,111858.22687465994,112560.93817343056,112520.97919780227,0.00554543647193147,0.005907448039709983,0.0055300889218260485,0.005890033377484727,622.4719972232351,662.75232314232,0.15716832028787675,0.15833985965582598,112249.70217481894,112189.6030362311,94607.60503118823,94425.51703663144,26.306148909518523,25.879314813902464,20.009303249446248,19.562650964055706
1954,male,61,2015,111278.76735411609,111148.91790096504,111938.46617620732,111858.22687465994,0.005910840595698297,0.0063613330985252785,0.005893405945484154,0.006341142654529119,659.698822091237,709.3089736949016,0.1567479120417396,0.15833985965582598,111608.61676516171,111503.57238781248,94114.19912135592,93848.11238480303,25.449652796976313,25.029685513694815,19.275396694525796,18.8344047997869
1954,male,62,2016,110576.99378945134,110389.9992944162,111278.76735411609,111148.91790096504,0.0063264158809091114,0.0068513612403964825,0.006306446246223563,0.006827944175084588,701.7735646647506,758.9186065488493,0.15633577097166038,0.15833985965582598,110927.88057178372,110769.45859769062,93585.88484034165,93230.23806918046,24.59756292352699,24.186224384116212,18.543916246260164,18.11025290010014
1954,male,63,2017,109829.36871496528,109578.98410574906,110576.99378945134,110389.9992944162,0.006784086751124155,0.007373938371109044,0.006761126784741611,0.007346817590822896,747.6250744860663,811.015188667144,0.15592969352276495,0.15833985965582598,110203.18125220832,109984.49170008262,93019.23297431775,92569.56271997419,23.750497381708925,23.34906446491061,17.81526327901839,17.39020551644181
1954,male,64,2018,109031.99616157029,108713.0121040805,109829.36871496528,109578.98410574906,0.007286586025257258,0.007934111735232863,0.0072601032194254955,0.007902719748093867,797.3725533949893,865.972001668567,0.15552912452816114,0.15833985965582598,109430.68243826779,109145.99810491478,92411.02420212478,91863.83608298752,22.9087670234288,22.51817479641354,17.089591299193074,16.67413899554421
1954,male,65,2019,108170.79955958112,107778.73877316099,109031.99616157029,108713.0121040805,0.007929926611335009,0.008631082958714916,0.007898567689368918,0.008593942094300977,861.1966019891751,934.273330919509,0.18539032421198992,0.18892751110407502,108601.39786057571,108245.87543862074,88467.74950132828,87795.2516047204,22.072646768906694,21.693564315409517,16.367012093776502,15.961947353877703
1954,male,66,2020,107251.33833948117,106782.81660129923,108170.79955958112,107778.73877316099,0.008536418889190805,0.009283390238341337,0.008500087120031918,0.00924043260478169,919.4612200999499,995.9221718617654,0.1849536754508902,0.18892751110407502,107711.06894953114,107280.77768723012,87789.5108605711,87012.48736947215,21.24439635538416,20.877279416851632,15.679464857329505,15.28572465251686
