year_of_birth,sex,age,year,population,bau_population,prev_population,bau_prev_population,acmr,bau_acmr,pr_death,bau_pr_death,deaths,bau_deaths,yld_rate,bau_yld_rate,person_years,bau_person_years,HALY,bau_HALY,LE,bau_LE,HALE,bau_HALE
1974,male,105,2079,512.7951007074599,512.7951007074599,831.1184012784886,831.1184012784886,0.4828959136273903,0.4828959136273903,0.38300595929696646,0.38300595929696646,318.32330057102865,318.32330057102865,0.35784212863237896,0.35784212863237896,671.9567509929743,671.9567509929743,431.50231686875094,431.50231686875094,1.9944696011256173,1.9944696011256173,1.2807643535662545,1.2807643535662545
1974,male,106,2080,316.3915212382147,316.3915212382147,512.7951007074599,512.7951007074599,0.4828959136273903,0.4828959136273903,0.38300595929696646,0.38300595929696646,196.40357946924522,196.40357946924522,0.35784212863237896,0.35784212863237896,414.5933109728373,414.5933109728373,266.23435805757134,266.23435805757134,1.9221783397174221,1.9221783397174221,1.2343419510218878,1.2343419510218878
1974,male,107,2081,195.21168313294575,195.21168313294575,316.3915212382147,316.3915212382147,0.4828959136273903,0.4828959136273903,0.38300595929696646,0.38300595929696646,121.17983810526896,121.17983810526896,0.35784212863237896,0.35784212863237896,255.80160218558024,255.80160218558024,164.2650123519192,164.2650123519192,1.805011468339179,1.805011468339179,1.1591023223028312,1.1591023223028312
1974,male,108,2082,120.44444516863642,120.44444516863642,195.21168313294575,195.21168313294575,0.4828959136273903,0.4828959136273903,0.38300595929696646,0.38300595929696646,74.76723796430933,74.76723796430933,0.35784212863237896,0.35784212863237896,157.82806415079108,157.82806415079108,101.35053371714434,101.35053371714434,1.6151119496262623,1.6151119496262623,1.037156851592409,1.037156851592409
1974,male,109,2083,74.31350490483194,74.31350490483194,120.4444451686364,120.4444451686364,0.4828959136273903,0.4828959136273903,0.38300595929696646,0.38300595929696646,46.13094026380447,46.13094026380447,0.35784212863237896,0.35784212863237896,97.37897503673418,97.37897503673418,62.532675325549924,62.532675325549924,1.307330178352531,1.307330178352531,0.8395123645055137,0.8395123645055137
1974,male,110,2084,45.84986098946987,45.84986098946987,74.31350490483194,74.31350490483194,0.48292053020529635,0.48292053020529635,0.38302114739189674,0.38302114739189674,28.463643915362077,28.463643915362077,0.35784212863237896,0.35784212863237896,60.08168294715091,60.08168294715091,38.58192562952672,38.58192562952672,0.8084894263040516,0.8084894263040516,0.519177849018639,0.519177849018639
1979,female,32,2011,119349.85199999997,119349.85199999997,119400.0,119400.0,0.00042008822470400003,0.00042008822470400003,0.000420000000000198,0.000420000000000198,50.14800000002364,50.14800000002364,0.11159031328322999,0.11159031328322999,119374.92599999998,119374.92599999998,106053.84060949758,106053.84060949758,54.81039450686806,54.81039450686806,44.29036260203041,44.29036260203041
1979,female,33,2012,119295.77944469154,119295.77944469154,119349.85199999997,119349.85199999997,0.00045316191967512435,0.00045316191967512435,0.00045305925732053165,0.00045305925732053165,54.072555308435355,54.072555308435355,0.11159031328322999,0.11159031328322999,119322.81572234575,119322.81572234575,106007.54533405208,106007.54533405208,53.833214456939984,53.833214456939984,43.42037603928436,43.42037603928436
1979,female,34,2013,119239.07535053724,119239.07535053724,119295.77944469154,119295.77944469154,0.00047543655849438863,0.00047543655849438863,0.00047532355644297475,0.00047532355644297475,56.7040941542875,56.7040941542875,0.11159031328322999,0.11159031328322999,119267.42739761439,119267.42739761439,105958.33780982971,105958.33780982971,52.8573885157535,52.8573885157535,42.55144593017506,42.55144593017506
1979,female,35,2014,119178.09556174945,119178.09556174945,119239.07535053724,119239.07535053724,0.000511538576556287,0.000511538576556287,0.0005114077630049563,0.0005114077630049563,60.97978878779767,60.97978878779767,0.125268326640576,0.125268326640576,119208.58545614335,119208.58545614335,104275.52543486217,104275.52543486217,51.88228705072907,51.88228705072907,41.68306032496131,41.68306032496131
1979,female,36,2015,119112.70033377422,119112.70033377422,119178.09556174945,119178.09556174945,0.0005488691191046313,0.0005488691191046313,0.0005487185180044207,0.0005487185180044207,65.39522797523239,65.39522797523239,0.125268326640576,0.125268326640576,119145.39794776184,119145.39794776184,104220.2533199202,104220.2533199202,50.908577796499245,50.908577796499245,40.82943281278559,40.82943281278559
1979,female,37,2016,119043.07631957288,119043.07631957288,119112.70033377422,119112.70033377422,0.0005846930707558535,0.0005846930707558535,0.0005845221710719661,0.0005845221710719661,69.6240142013422,69.6240142013422,0.125268326640576,0.125268326640576,119077.88832667355,119077.88832667355,104161.20051609779,104161.20051609779,49.93625310255537,49.93625310255537,39.97687718296217,39.97687718296217
1979,female,38,2017,118969.40544054307,118969.40544054307,119043.07631957288,119043.07631957288,0.0006190505711105299,0.0006190505711105299,0.0006188589988387339,0.0006188589988387339,73.67087902981386,73.67087902981386,0.125268326640576,0.125268326640576,119006.24088005797,119006.24088005797,104098.52822522781,104098.52822522781,48.965166589122475,48.965166589122475,39.12527074783245,39.12527074783245
1979,female,39,2018,118890.81710252212,118890.81710252212,118969.40544054307,118969.40544054307,0.0006607943105437997,0.0006607943105437997,0.0006605760340646638,0.0006605760340646638,78.58833802094497,78.58833802094497,0.125268326640576,0.125268326640576,118930.1112715326,118930.1112715326,104031.93524537022,104031.93524537022,47.995178266593044,47.995178266593044,38.27449625869255,38.27449625869255
1979,female,40,2019,118806.25712120278,118806.25712120278,118890.81710252212,118890.81710252212,0.0007114936956013572,0.0007114936956013572,0.0007112406439803154,0.0007112406439803154,84.55998131934373,84.55998131934373,0.129111640621575,0.129111640621575,118848.53711186246,118848.53711186246,103503.80749987575,103503.80749987575,47.02657318181818,47.02657318181818,37.42477540843802,37.42477540843802
1979,female,41,2020,118716.16236321858,118716.16236321858,118806.25712120278,118806.25712120278,0.0007586211230132511,0.0007586211230132511,0.0007583334427604393,0.0007583334427604393,90.09475798420367,90.09475798420367,0.129111640621575,0.129111640621575,118761.20974221069,118761.20974221069,103427.75511019089,103427.75511019089,46.05968832452563,46.05968832452563,36.58021408968447,36.58021408968447
